"  Primary and fabricated metals",4575                   ,4907                   ,6076                   ,6203                   ,5268                   ,5387                   ,5805                   ,4304                   ,4587                   ,6190                   ,5954                   
"    Primary metals",2666                   ,2984                   ,3942                   ,3933                   ,3519                   ,3517                   ,3462                   ,2684                   ,2639                   ,4172                   ,3970                   
"    Fabricated metal products",1909                   ,1923                   ,2133                   ,2270                   ,1749                   ,1871                   ,2344                   ,1620                   ,1947                   ,2018                   ,1984                   
"  Machinery",14686                  ,19732                  ,22979                  ,25413                  ,27663                  ,25465                  ,27273                  ,27296                  ,28864                  ,29504                  ,30093                  
"    Agriculture, construction, and mining machinery",8992                   ,12201                  ,14803                  ,17472                  ,19634                  ,17904                  ,18328                  ,17926                  ,17449                  ,18139                  ,18701                  
"    Industrial machinery",2242                   ,4038                   ,3942                   ,3291                   ,2734                   ,3041                   ,3060                   ,3710                   ,3876                   ,4259                   ,3882                   
"    Other",3452                   ,3493                   ,4234                   ,4649                   ,5295                   ,4520                   ,5886                   ,5660                   ,7539                   ,7106                   ,7511                   
"  Computers and electronic products",31042                  ,32944                  ,33177                  ,37863                  ,37086                  ,37255                  ,39250                  ,39273                  ,38989                  ,42050                  ,40009                  
"    Computers and peripheral equipment",10931                  ,11308                  ,12828                  ,14237                  ,13280                  ,13488                  ,14033                  ,16017                  ,15578                  ,17282                  ,16725                  
"    Communications equipment",1972                   ,"(D)","(D)","(D)","(D)",1127                   ,1552                   ,1376                   ,"(D)",2095                   ,2038                   
"    Audio and video equipment","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",467                     
"    Semiconductors and other electronic components",12844                  ,13539                  ,11723                  ,14105                  ,13720                  ,12564                  ,13811                  ,12563                  ,12187                  ,12348                  ,12288                  
"    Navigational, measuring, and other instruments",5132                   ,5530                   ,6428                   ,7069                   ,7329                   ,9225                   ,8998                   ,8488                   ,8995                   ,9819                   ,8490                   
"    Magnetic and optical media","(D)",0                       ,0                       ,0                       ,0                       ,"(D)","(D)","(D)","(D)","(D)","(*)"
"  Electrical equipment, appliances, and components",7153                   ,7080                   ,8529                   ,9621                   ,8777                   ,8835                   ,8922                   ,8105                   ,9388                   ,9570                   ,9382                   
"  Transportation equipment",47407                  ,55668                  ,59490                  ,63519                  ,73050                  ,77980                  ,70971                  ,77398                  ,79641                  ,77399                  ,74970                  
"    Motor vehicles, bodies and trailers, and parts",38467                  ,46348                  ,49546                  ,52966                  ,61942                  ,66984                  ,61197                  ,66948                  ,69331                  ,66975                  ,65519                  
"    Other",8940                   ,9321                   ,9944                   ,10553                  ,11108                  ,10996                  ,9775                   ,10450                  ,10310                  ,10424                  ,9452                   
"  Furniture and related products",489                     ,610                     ,622                     ,529                     ,712                     ,542                     ,687                     ,679                     ,775                     ,881                     ,869                     
"  Miscellaneous manufacturing",9303                   ,9276                   ,9344                   ,9613                   ,9890                   ,11158                  ,12449                  ,"(D)",11155                  ,11798                  ,12405                  
"Wholesale trade",10197                  ,9216                   ,12150                  ,13729                  ,14336                  ,31878                  ,32074                  ,29552                  ,26127                  ,23748                  ,22029                  
"  Professional and commercial equipment and supplies",1067                   ,869                     ,936                     ,1056                   ,1344                   ,1702                   ,1301                   ,1732                   ,1754                   ,2372                   ,2158                   
"  Petroleum and petroleum products",676                     ,604                     ,641                     ,838                     ,612                     ,481                     ,498                     ,421                     ,856                     ,1904                   ,712                     
"  Drugs and druggists' sundries",200                     ,224                     ,271                     ,201                     ,228                     ,3158                   ,3237                   ,3509                   ,3419                   ,3464                   ,3490                   
"  Other",8254                   ,7520                   ,10302                  ,11634                  ,12152                  ,26537                  ,27037                  ,23890                  ,20098                  ,16007                  ,15669                  
"Retail trade",3942                   ,3958                   ,4264                   ,4771                   ,5751                   ,6282                   ,6928                   ,6851                   ,7496                   ,8119                   ,8345                   
"  General merchandise stores",2491                   ,"(D)","(D)","(D)","(D)","(D)",4233                   ,"(D)","(D)","(D)","(D)"
"  Clothing and clothing accessories stores",699                     ,944                     ,1095                   ,1280                   ,1551                   ,1731                   ,1556                   ,1633                   ,1587                   ,2005                   ,2126                   
"  Other",752                     ,"(D)","(D)","(D)","(D)","(D)",1138                   ,"(D)","(D)","(D)","(D)"
"Information",1068                   ,444                     ,838                     ,1108                   ,1486                   ,2212                   ,1867                   ,2717                   ,2942                   ,2989                   ,2707                   
"  Publishing industries","(D)",258                     ,675                     ,769                     ,863                     ,"(D)",1425                   ,1563                   ,1779                   ,1712                   ,"(D)"
"  Motion picture and sound recording industries","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"  Broadcasting (except internet) and telecommunications","(D)","(D)",24                      ,22                      ,"(D)",122                     ,128                     ,"(D)",225                     ,256                     ,110                     
"    Broadcasting (except internet)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"    Telecommunications",7                       ,7                       ,"(D)","(D)",8                       ,"(D)","(D)","(D)","(D)","(D)","(D)"
"  Data processing, hosting, and related services","(D)","(D)","(D)","(D)","(D)",3                       ,4                       ,"(D)","(D)","(D)","(D)"
"  Other information services",1                       ,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"Finance and insurance","(D)","(D)","(D)","(D)","(D)",41                      ,132                     ,453                     ,274                     ,194                     ,70                      
"  Depository credit intermediation (banking)",0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       
"  Finance, except depository institutions","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"  Insurance carriers and related activities",0                       ,0                       ,0                       ,0                       ,0                       ,"(D)","(D)","(D)","(D)","(D)","(D)"
"Professional, scientific, and technical services","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"  Architectural, engineering, and related services","(D)",26                      ,102                     ,"(D)",71                      ,70                      ,71                      ,"(D)","(D)","(D)","(D)"
"  Computer systems design and related services","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"  Management, scientific, and technical consulting","(*)","(*)","(*)","(*)","(*)","(*)","(*)","(*)","(*)","(*)","(*)"
"  Advertising and related Services",0                       ,2                       ,1                       ,"(*)","(*)",0                       ,0                       ,0                       ,0                       ,0                       ,0                       
"  Other",7                       ,"(D)","(D)","(D)","(D)",20                      ,"(D)","(D)","(D)","(D)","(D)"
"Other industries","(D)","(D)",4638                   ,"(D)",5851                   ,"(D)","(D)","(D)","(D)","(D)","(D)"
"  Agriculture, forestry, fishing, and hunting",328                     ,70                      ,"(D)","(D)",775                     ,"(D)",782                     ,"(D)","(D)","(D)",378                     
"  Construction","(D)",1304                   ,"(D)","(D)","(D)",2873                   ,2663                   ,"(D)","(D)","(D)","(D)"
"  Utilities","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",26                      
"  Transportation and warehousing","(D)","(D)","(D)",32                      ,35                      ,35                      ,32                      ,"(D)","(D)",102                     ,111                     
"  Real estate and rental and leasing",99                      ,103                     ,104                     ,170                     ,"(D)","(D)","(D)",179                     ,"(D)","(D)","(D)"
"  Management of nonbank companies and enterprises","(D)","(D)","(D)","(*)","(D)","(D)","(D)","(D)",0                       ,0                       ,0                       
"  Administration, support, and waste management","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",85                      ,"(D)"
"  Health care and social assistance",0                       ,0                       ,0                       ,0                       ,0                       ,5                       ,"(D)","(D)","(D)","(D)",8                       
"  Accommodation and food services","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"  Miscellaneous services",263                     ,414                     ,380                     ,84                      ,101                     ,206                     ,161                     ,205                     ,"(D)","(D)","(D)"
"Legend / Footnotes:"
"<strong>n.s.</strong>  Not shown.  Data may not be shown for several reasons:"
"• The data appear on another line in this table."
"• The data are not shown in this table but may be available in detailed country- or industry-level tables in this interactive system or in other BEA published tables on direct investment."
"• The data are not available, do not apply, or are not defined."
"<strong>(*)</strong> A nonzero value that rounds to zero."
"<strong>(D)</strong> indicates that the data in the cell have been suppressed to avoid disclosure of data of individual companies."
"Source: U.S. Bureau of Economic Analysis"
"Data users should be aware that the increase in most U.S. MNE activities from 2013 to 2014 appears to largely reflect the improved coverage of these activities in the 2014 Benchmark Survey of U.S. Direct Investment Abroad.  For more information see <a href=""http://www.bea.gov/international/pdf/usdia_2014p/USDIA 14-P Coverage Improvements.pdf"">Improvements in Coverage.</a>"
"If you have a question about the availability of data, E-mail your question to <a href=""mailto:internationalaccounts@bea.gov"">internationalaccounts@bea.gov</a>"
